id,diagram_type,source_file,instruction,input,output,text
ex-00566,state,plantuml_state_diagrams_training.jsonl,Create a state diagram for a traffic light system,,"@startuml
[*] --> Red

Red --> Green : timer
Green --> Yellow : timer
Yellow --> Red : timer

Red : Stop
Yellow : Caution
Green : Go
@enduml","Diagram type: state
Instruction: Create a state diagram for a traffic light system
PlantUML output:
@startuml
[*] --> Red

Red --> Green : timer
Green --> Yellow : timer
Yellow --> Red : timer

Red : Stop
Yellow : Caution
Green : Go
@enduml"
ex-00567,state,plantuml_state_diagrams_training.jsonl,Generate a state diagram for a document workflow,,"@startuml
[*] --> Draft

Draft --> Review : submit
Review --> Approved : approve
Review --> Rejected : reject
Review --> Draft : request changes
Rejected --> Draft : revise
Approved --> Published : publish
Published --> Archived : archive
Archived --> [*]
@enduml","Diagram type: state
Instruction: Generate a state diagram for a document workflow
PlantUML output:
@startuml
[*] --> Draft

Draft --> Review : submit
Review --> Approved : approve
Review --> Rejected : reject
Review --> Draft : request changes
Rejected --> Draft : revise
Approved --> Published : publish
Published --> Archived : archive
Archived --> [*]
@enduml"
ex-00568,state,plantuml_state_diagrams_training.jsonl,Create a state diagram showing a retry mechanism with counter,,"@startuml
[*] --> Attempting

state Attempting {
  [*] --> Connect
  Connect --> Success : connected
  Connect --> Retry : failed
  Retry --> Connect : retry < 3
  Retry --> GiveUp : retry >= 3
}

Attempting --> [*] : Success
Attempting --> [*] : GiveUp
@enduml","Diagram type: state
Instruction: Create a state diagram showing a retry mechanism with counter
PlantUML output:
@startuml
[*] --> Attempting

state Attempting {
  [*] --> Connect
  Connect --> Success : connected
  Connect --> Retry : failed
  Retry --> Connect : retry < 3
  Retry --> GiveUp : retry >= 3
}

Attempting --> [*] : Success
Attempting --> [*] : GiveUp
@enduml"
ex-00569,state,plantuml_state_diagrams_training.jsonl,Generate a state diagram with proper note syntax on transitions,,"@startuml
[*] --> State1
State1 --> State2
State2 --> State3

note on link
  This transition occurs
  when condition X is met
end note

State3 --> [*]
@enduml","Diagram type: state
Instruction: Generate a state diagram with proper note syntax on transitions
PlantUML output:
@startuml
[*] --> State1
State1 --> State2
State2 --> State3

note on link
  This transition occurs
  when condition X is met
end note

State3 --> [*]
@enduml"
ex-00570,state,plantuml_state_diagrams_training.jsonl,Create a state diagram demonstrating proper use of aliases throughout,,"@startuml
state ""Initial State"" as IS
state ""Processing State"" as PS
state ""Final State"" as FS

[*] --> IS
IS --> PS : begin
PS --> FS : complete
FS --> [*]

IS : Waiting for input
PS : Processing data
FS : Ready for cleanup
@enduml","Diagram type: state
Instruction: Create a state diagram demonstrating proper use of aliases throughout
PlantUML output:
@startuml
state ""Initial State"" as IS
state ""Processing State"" as PS
state ""Final State"" as FS

[*] --> IS
IS --> PS : begin
PS --> FS : complete
FS --> [*]

IS : Waiting for input
PS : Processing data
FS : Ready for cleanup
@enduml"
ex-00571,state,plantuml_state_diagrams_training.jsonl,Fix incorrect composite state syntax with missing braces,"@startuml
state Outer
state Inner
Inner --> Another
@enduml","@startuml
state Outer {
  state Inner
  Inner --> Another
}
@enduml","Diagram type: state
Instruction: Fix incorrect composite state syntax with missing braces
Additional input: @startuml
state Outer
state Inner
Inner --> Another
@enduml
PlantUML output:
@startuml
state Outer {
  state Inner
  Inner --> Another
}
@enduml"
ex-00572,state,plantuml_state_diagrams_training.jsonl,Correct the choice stereotype usage,"@startuml
state decision
state1 --> decision
decision --> state2 : yes
decision --> state3 : no
@enduml","@startuml
state decision <<choice>>
state1 --> decision
decision --> state2 : [yes]
decision --> state3 : [no]
@enduml","Diagram type: state
Instruction: Correct the choice stereotype usage
Additional input: @startuml
state decision
state1 --> decision
decision --> state2 : yes
decision --> state3 : no
@enduml
PlantUML output:
@startuml
state decision <<choice>>
state1 --> decision
decision --> state2 : [yes]
decision --> state3 : [no]
@enduml"
ex-00573,state,plantuml_state_diagrams_training.jsonl,Generate a state diagram with multiple start states (incorrect) and fix it,"@startuml
[*] --> State1
[*] --> State2
State1 --> [*]
State2 --> [*]
@enduml","@startuml
state initial <<choice>>
[*] --> initial
initial --> State1 : [condition A]
initial --> State2 : [condition B]
State1 --> [*]
State2 --> [*]
@enduml","Diagram type: state
Instruction: Generate a state diagram with multiple start states (incorrect) and fix it
Additional input: @startuml
[*] --> State1
[*] --> State2
State1 --> [*]
State2 --> [*]
@enduml
PlantUML output:
@startuml
state initial <<choice>>
[*] --> initial
initial --> State1 : [condition A]
initial --> State2 : [condition B]
State1 --> [*]
State2 --> [*]
@enduml"
ex-00574,state,plantuml_state_diagrams_training.jsonl,Create a state diagram with proper orthogonal regions syntax,,"@startuml
state ParallelProcessing {
  state Region1 {
    [*] --> Task1A
    Task1A --> Task1B
    Task1B --> [*]
  }
  --
  state Region2 {
    [*] --> Task2A
    Task2A --> Task2B
    Task2B --> [*]
  }
}

[*] --> ParallelProcessing
ParallelProcessing --> [*]
@enduml","Diagram type: state
Instruction: Create a state diagram with proper orthogonal regions syntax
PlantUML output:
@startuml
state ParallelProcessing {
  state Region1 {
    [*] --> Task1A
    Task1A --> Task1B
    Task1B --> [*]
  }
  --
  state Region2 {
    [*] --> Task2A
    Task2A --> Task2B
    Task2B --> [*]
  }
}

[*] --> ParallelProcessing
ParallelProcessing --> [*]
@enduml"
ex-00575,state,plantuml_state_diagrams_training.jsonl,Generate a state diagram with proper history state usage,,"@startuml
[*] --> Active

state Active {
  [*] --> SubState1
  SubState1 --> SubState2
  SubState2 --> SubState3
}

Active --> Paused : pause
Paused --> Active : resume
Active --> [H] : resume to history
@enduml","Diagram type: state
Instruction: Generate a state diagram with proper history state usage
PlantUML output:
@startuml
[*] --> Active

state Active {
  [*] --> SubState1
  SubState1 --> SubState2
  SubState2 --> SubState3
}

Active --> Paused : pause
Paused --> Active : resume
Active --> [H] : resume to history
@enduml"
ex-00576,state,plantuml_state_diagrams_training.jsonl,Create a complex state diagram with all major features,"Design a comprehensive state diagram showing composite states, concurrent regions, choices, forks, joins, and history","@startuml
scale 600 width

[*] --> Init

state Init <<start>>
state MainChoice <<choice>>

Init --> MainChoice
MainChoice --> SimpleFlow : [simple]
MainChoice --> ComplexFlow : [complex]

state SimpleFlow {
  [*] --> S1
  S1 --> S2
  S2 --> [*]
}

state ComplexFlow {
  state Parallel {
    state Branch1 {
      [*] --> B1S1
      B1S1 --> B1S2
    }
    --
    state Branch2 {
      [*] --> B2S1
      B2S1 --> B2S2
    }
  }
  [*] --> Parallel
  Parallel --> [*]
}

SimpleFlow --> Done
ComplexFlow --> Done
Done --> [*]
@enduml","Diagram type: state
Instruction: Create a complex state diagram with all major features
Additional input: Design a comprehensive state diagram showing composite states, concurrent regions, choices, forks, joins, and history
PlantUML output:
@startuml
scale 600 width

[*] --> Init

state Init <<start>>
state MainChoice <<choice>>

Init --> MainChoice
MainChoice --> SimpleFlow : [simple]
MainChoice --> ComplexFlow : [complex]

state SimpleFlow {
  [*] --> S1
  S1 --> S2
  S2 --> [*]
}

state ComplexFlow {
  state Parallel {
    state Branch1 {
      [*] --> B1S1
      B1S1 --> B1S2
    }
    --
    state Branch2 {
      [*] --> B2S1
      B2S1 --> B2S2
    }
  }
  [*] --> Parallel
  Parallel --> [*]
}

SimpleFlow --> Done
ComplexFlow --> Done
Done --> [*]
@enduml"
ex-00577,state,plantuml_state_diagrams_training.jsonl,Fix arrow direction syntax errors,"@startuml
State1 -up> State2
State2 <-down- State3
@enduml","@startuml
State1 -up-> State2
State2 -down-> State3
@enduml","Diagram type: state
Instruction: Fix arrow direction syntax errors
Additional input: @startuml
State1 -up> State2
State2 <-down- State3
@enduml
PlantUML output:
@startuml
State1 -up-> State2
State2 -down-> State3
@enduml"
ex-00578,state,plantuml_state_diagrams_training.jsonl,Correct color syntax in state definitions,"@startuml
state MyState color=red
@enduml","@startuml
state MyState #red
@enduml","Diagram type: state
Instruction: Correct color syntax in state definitions
Additional input: @startuml
state MyState color=red
@enduml
PlantUML output:
@startuml
state MyState #red
@enduml"
ex-00579,state,plantuml_state_diagrams_training.jsonl,Generate a state diagram with proper stereotype formatting,,"@startuml
state entry1 <<entryPoint>>
state exit1 <<exitPoint>>
state history1 <<history>>
state deepHistory1 <<history*>>
state choice1 <<choice>>
state fork1 <<fork>>
state join1 <<join>>
state start1 <<start>>
state end1 <<end>>
@enduml","Diagram type: state
Instruction: Generate a state diagram with proper stereotype formatting
PlantUML output:
@startuml
state entry1 <<entryPoint>>
state exit1 <<exitPoint>>
state history1 <<history>>
state deepHistory1 <<history*>>
state choice1 <<choice>>
state fork1 <<fork>>
state join1 <<join>>
state start1 <<start>>
state end1 <<end>>
@enduml"
ex-00580,state,plantuml_state_diagrams_training.jsonl,Create a state diagram for an order processing system,,"@startuml
[*] --> New

New --> Validated : validate
Validated --> Processing : process
Processing --> Shipped : ship
Shipped --> Delivered : deliver
Delivered --> [*]

New --> Cancelled : cancel
Validated --> Cancelled : cancel
Processing --> OnHold : hold
OnHold --> Processing : resume
OnHold --> Cancelled : cancel

Cancelled --> [*]

note right of Processing
  Payment verified
  Inventory checked
  Ready to ship
end note
@enduml","Diagram type: state
Instruction: Create a state diagram for an order processing system
PlantUML output:
@startuml
[*] --> New

New --> Validated : validate
Validated --> Processing : process
Processing --> Shipped : ship
Shipped --> Delivered : deliver
Delivered --> [*]

New --> Cancelled : cancel
Validated --> Cancelled : cancel
Processing --> OnHold : hold
OnHold --> Processing : resume
OnHold --> Cancelled : cancel

Cancelled --> [*]

note right of Processing
  Payment verified
  Inventory checked
  Ready to ship
end note
@enduml"
ex-00581,state,plantuml_state_diagrams_training.jsonl,Generate a state diagram with extensive styling options,,"@startuml
skinparam state {
  BackgroundColor<<Important>> LightBlue
  BackgroundColor<<Warning>> Yellow
  BorderColor Black
  FontColor Black
  FontSize 14
}

state Normal
state Important <<Important>>
state Warning <<Warning>>

[*] --> Normal
Normal --> Important : escalate
Important --> Warning : critical
Warning --> [*]
@enduml","Diagram type: state
Instruction: Generate a state diagram with extensive styling options
PlantUML output:
@startuml
skinparam state {
  BackgroundColor<<Important>> LightBlue
  BackgroundColor<<Warning>> Yellow
  BorderColor Black
  FontColor Black
  FontSize 14
}

state Normal
state Important <<Important>>
state Warning <<Warning>>

[*] --> Normal
Normal --> Important : escalate
Important --> Warning : critical
Warning --> [*]
@enduml"
ex-00582,state,plantuml_state_diagrams_training.jsonl,Create a state diagram demonstrating transition labels with actions,,"@startuml
[*] --> Idle

Idle --> Active : start / initialize()
Active --> Processing : event / processData()
Processing --> Complete : done / cleanup()
Complete --> Idle : reset / clearState()
Complete --> [*] : exit / saveResults()
@enduml","Diagram type: state
Instruction: Create a state diagram demonstrating transition labels with actions
PlantUML output:
@startuml
[*] --> Idle

Idle --> Active : start / initialize()
Active --> Processing : event / processData()
Processing --> Complete : done / cleanup()
Complete --> Idle : reset / clearState()
Complete --> [*] : exit / saveResults()
@enduml"
ex-00583,state,plantuml_state_diagrams_training.jsonl,Fix nested state syntax with improper indentation,"@startuml
state Outer
state Inner1
state Inner2
Inner1 --> Inner2
@enduml","@startuml
state Outer {
  state Inner1
  state Inner2
  Inner1 --> Inner2
}
@enduml","Diagram type: state
Instruction: Fix nested state syntax with improper indentation
Additional input: @startuml
state Outer
state Inner1
state Inner2
Inner1 --> Inner2
@enduml
PlantUML output:
@startuml
state Outer {
  state Inner1
  state Inner2
  Inner1 --> Inner2
}
@enduml"
ex-00584,state,plantuml_state_diagrams_training.jsonl,Generate a state diagram showing proper use of state descriptions,,"@startuml
hide empty description

state Initializing {
  Initializing : Loading configuration
  Initializing : Checking resources
  Initializing : Establishing connections
}

state Running {
  Running : Processing requests
  Running : Monitoring health
}

[*] --> Initializing
Initializing --> Running : ready
Running --> [*] : shutdown
@enduml","Diagram type: state
Instruction: Generate a state diagram showing proper use of state descriptions
PlantUML output:
@startuml
hide empty description

state Initializing {
  Initializing : Loading configuration
  Initializing : Checking resources
  Initializing : Establishing connections
}

state Running {
  Running : Processing requests
  Running : Monitoring health
}

[*] --> Initializing
Initializing --> Running : ready
Running --> [*] : shutdown
@enduml"
ex-00585,state,plantuml_state_diagrams_training.jsonl,Create a state diagram with multiple concurrent regions,,"@startuml
state Application {
  state UIThread {
    [*] --> Rendering
    Rendering --> Updating
    Updating --> Rendering
  }
  ||
  state DataThread {
    [*] --> Loading
    Loading --> Processing
    Processing --> Saving
    Saving --> Loading
  }
  ||
  state NetworkThread {
    [*] --> Listening
    Listening --> Transmitting
    Transmitting --> Listening
  }
}

[*] --> Application
Application --> [*]
@enduml","Diagram type: state
Instruction: Create a state diagram with multiple concurrent regions
PlantUML output:
@startuml
state Application {
  state UIThread {
    [*] --> Rendering
    Rendering --> Updating
    Updating --> Rendering
  }
  ||
  state DataThread {
    [*] --> Loading
    Loading --> Processing
    Processing --> Saving
    Saving --> Loading
  }
  ||
  state NetworkThread {
    [*] --> Listening
    Listening --> Transmitting
    Transmitting --> Listening
  }
}

[*] --> Application
Application --> [*]
@enduml"
